customer_id,company_name,industry,company_segment,region,acquisition_channel,sales_owner,signup_date,first_contract_date,initial_product_id,current_product_id,lifecycle_status
C0421,Lumina Solutions 421,IT Services,Large Enterprise,West,Partner,Meera Iyer,2025-05-10,2025-05-01,P002,P002,Active
C0422,Lumina Consulting 422,Financial Services,Mid-Market,West,Inbound,Aditi Rao,2025-05-04,2025-05-01,P001,P001,Active
C0423,BluePeak Consulting 423,Professional Services,Mid-Market,South,Outbound,Neha Kapoor,2025-05-01,2025-05-01,P001,P001,Active
C0424,Nexora Digital 424,Financial Services,Mid-Market,South,Referral,Sara Khan,2025-05-18,2025-05-01,P001,P001,Active
C0425,FinAxis Networks 425,IT Services,Mid-Market,South,Events,Vikram Shah,2025-05-14,2025-05-01,P001,P001,Active
C0426,PrimeArc Enterprises 426,Manufacturing,Large Enterprise,East,Referral,Sara Khan,2025-05-09,2025-05-01,P002,P002,Active
C0427,HexaWorks Services 427,Professional Services,Large Enterprise,South,Partner,Aditi Rao,2025-05-04,2025-05-01,P002,P002,Active
C0428,Riverbend Services 428,IT Services,Large Enterprise,South,Events,Vikram Shah,2025-05-19,2025-05-01,P002,P002,Active
C0429,Vertex Systems 429,Retail,Large Enterprise,West,Partner,Aditi Rao,2025-05-08,2025-05-01,P002,P002,Active
C0430,FinAxis Enterprises 430,IT Services,Large Enterprise,South,Inbound,Aditi Rao,2025-05-18,2025-05-01,P002,P002,Active
C0431,Zenith Systems 431,Manufacturing,Large Enterprise,South,Outbound,Rahul Mehta,2025-05-11,2025-05-01,P002,P002,Active
C0432,FinAxis Industries 432,Financial Services,Mid-Market,North,Referral,Aditi Rao,2025-06-06,2025-06-01,P001,P001,Active
C0433,FinAxis Networks 433,Manufacturing,Mid-Market,South,Partner,Aditi Rao,2025-06-19,2025-06-01,P001,P001,Active
C0434,Indus Enterprises 434,IT Services,Large Enterprise,North,Partner,Meera Iyer,2025-06-18,2025-06-01,P002,P002,Active
C0435,SkyGrid Labs 435,Professional Services,Mid-Market,West,Inbound,Aditi Rao,2025-06-11,2025-06-01,P001,P001,Active
C0436,HexaWorks Enterprises 436,IT Services,Mid-Market,South,Inbound,Sara Khan,2025-06-12,2025-06-01,P001,P001,Active
C0437,Nexora Labs 437,IT Services,Mid-Market,South,Inbound,Neha Kapoor,2025-06-20,2025-06-01,P001,P001,Active
C0438,Cobalt Consulting 438,Financial Services,Large Enterprise,Central,Events,Meera Iyer,2025-06-09,2025-06-01,P002,P002,Active
C0439,TrueNorth Enterprises 439,Financial Services,Mid-Market,North,Outbound,Rahul Mehta,2025-06-10,2025-06-01,P001,P001,Active
C0440,BluePeak Industries 440,Manufacturing,Mid-Market,East,Events,Vikram Shah,2025-06-01,2025-06-01,P001,P001,Active
C0441,Greenline Systems 441,IT Services,Mid-Market,West,Inbound,Sara Khan,2025-06-17,2025-06-01,P001,P001,Active
C0442,Jupiter Services 442,Manufacturing,Large Enterprise,Central,Partner,Aditi Rao,2025-06-18,2025-06-01,P002,P002,Active
C0443,Nexora Services 443,Healthcare,Large Enterprise,West,Partner,Aditi Rao,2025-06-09,2025-06-01,P002,P002,Active
C0444,Aarav Labs 444,Professional Services,Mid-Market,South,Partner,Vikram Shah,2025-06-17,2025-06-01,P001,P001,Active
C0445,Quantara Enterprises 445,IT Services,Large Enterprise,South,Outbound,Arjun Nair,2025-06-03,2025-06-01,P002,P002,Active
C0446,Nexora Technologies 446,IT Services,Mid-Market,West,Outbound,Rahul Mehta,2025-07-19,2025-07-01,P001,P001,Active
C0447,SkyGrid Networks 447,Manufacturing,Mid-Market,North,Partner,Aditi Rao,2025-07-07,2025-07-01,P001,P001,Active
C0448,HexaWorks Services 448,Manufacturing,Mid-Market,South,Inbound,Sara Khan,2025-07-14,2025-07-01,P001,P001,Active
C0449,Everstone Labs 449,IT Services,Mid-Market,South,Outbound,Rahul Mehta,2025-07-19,2025-07-01,P001,P001,Active
C0450,Westlake Enterprises 450,Retail,Large Enterprise,East,Events,Meera Iyer,2025-07-10,2025-07-01,P002,P002,Active
C0451,PrimeArc Networks 451,Professional Services,Mid-Market,North,Partner,Meera Iyer,2025-07-14,2025-07-01,P001,P001,Active
C0452,Orbit Services 452,Healthcare,Mid-Market,West,Referral,Aditi Rao,2025-07-10,2025-07-01,P001,P001,Active
C0453,SkyGrid Technologies 453,Healthcare,Large Enterprise,East,Partner,Meera Iyer,2025-07-03,2025-07-01,P002,P002,Active
C0454,HexaWorks Industries 454,Financial Services,Large Enterprise,West,Inbound,Aditi Rao,2025-07-12,2025-07-01,P002,P002,Active
C0455,Orbit Technologies 455,Professional Services,Mid-Market,South,Referral,Sara Khan,2025-07-03,2025-07-01,P001,P001,Active
C0456,FinAxis Industries 456,Financial Services,Large Enterprise,North,Partner,Aditi Rao,2025-07-18,2025-07-01,P002,P002,Active
C0457,Cobalt Services 457,Healthcare,Large Enterprise,Central,Partner,Meera Iyer,2025-07-09,2025-07-01,P002,P002,Active
C0458,BluePeak Technologies 458,IT Services,Mid-Market,Central,Inbound,Sara Khan,2025-07-05,2025-07-01,P001,P001,Active
C0459,TrueNorth Consulting 459,Professional Services,Large Enterprise,East,Inbound,Sara Khan,2025-08-06,2025-08-01,P002,P002,Active
C0460,Cobalt Services 460,IT Services,Large Enterprise,South,Inbound,Neha Kapoor,2025-08-10,2025-08-01,P002,P002,Active
C0461,KiteBridge Industries 461,Healthcare,Mid-Market,West,Outbound,Neha Kapoor,2025-08-05,2025-08-01,P001,P001,Active
C0462,FinAxis Digital 462,Healthcare,Mid-Market,West,Partner,Vikram Shah,2025-08-05,2025-08-01,P001,P001,Active
C0463,Jupiter Solutions 463,Healthcare,Large Enterprise,South,Events,Vikram Shah,2025-08-12,2025-08-01,P002,P002,Active
C0464,Aarav Services 464,Financial Services,Large Enterprise,West,Partner,Vikram Shah,2025-08-09,2025-08-01,P002,P002,Active
C0465,TrueNorth Digital 465,Professional Services,Mid-Market,South,Inbound,Aditi Rao,2025-08-19,2025-08-01,P001,P001,Active
C0466,Zenith Consulting 466,Financial Services,Mid-Market,South,Partner,Vikram Shah,2025-08-02,2025-08-01,P001,P001,Active
C0467,Aarav Industries 467,Healthcare,Mid-Market,West,Referral,Meera Iyer,2025-08-14,2025-08-01,P001,P001,Active
C0468,BluePeak Networks 468,Healthcare,Large Enterprise,West,Events,Arjun Nair,2025-08-08,2025-08-01,P002,P002,Active
C0469,SkyGrid Labs 469,Manufacturing,Large Enterprise,South,Events,Meera Iyer,2025-08-05,2025-08-01,P002,P002,Active
C0470,Lumina Solutions 470,Healthcare,Large Enterprise,South,Outbound,Rahul Mehta,2025-08-19,2025-08-01,P002,P002,Active
C0471,Vertex Enterprises 471,Financial Services,Mid-Market,West,Inbound,Neha Kapoor,2025-08-14,2025-08-01,P001,P001,Active
C0472,PrimeArc Digital 472,Financial Services,Large Enterprise,South,Outbound,Neha Kapoor,2025-09-12,2025-09-01,P002,P002,Active
C0473,Quantara Systems 473,IT Services,Mid-Market,South,Outbound,Neha Kapoor,2025-09-20,2025-09-01,P001,P001,Active
C0474,Westlake Solutions 474,Healthcare,Large Enterprise,North,Partner,Vikram Shah,2025-09-15,2025-09-01,P002,P002,Active
C0475,HexaWorks Consulting 475,Healthcare,Mid-Market,West,Inbound,Neha Kapoor,2025-09-14,2025-09-01,P001,P001,Active
C0476,HexaWorks Digital 476,IT Services,Mid-Market,North,Inbound,Aditi Rao,2025-09-09,2025-09-01,P001,P001,Active
C0477,DigiCore Digital 477,IT Services,Mid-Market,West,Referral,Meera Iyer,2025-09-05,2025-09-01,P001,P001,Active
C0478,Zenith Solutions 478,Retail,Mid-Market,Central,Inbound,Sara Khan,2025-09-03,2025-09-01,P001,P001,Active
C0479,Orbit Labs 479,Manufacturing,Mid-Market,West,Outbound,Rahul Mehta,2025-09-06,2025-09-01,P001,P001,Active
C0480,TrueNorth Services 480,Retail,Large Enterprise,West,Inbound,Sara Khan,2025-09-20,2025-09-01,P002,P002,Active
C0481,TrueNorth Enterprises 481,Retail,Mid-Market,South,Events,Meera Iyer,2025-09-12,2025-09-01,P001,P001,Active
C0482,Zenith Networks 482,IT Services,Large Enterprise,Central,Outbound,Arjun Nair,2025-09-16,2025-09-01,P002,P002,Active
C0483,UrbanStack Labs 483,Professional Services,Large Enterprise,South,Partner,Vikram Shah,2025-09-10,2025-09-01,P002,P002,Active
C0484,SkyGrid Technologies 484,Manufacturing,Large Enterprise,East,Events,Arjun Nair,2025-09-17,2025-09-01,P002,P002,Active
C0485,TrueNorth Digital 485,Manufacturing,Large Enterprise,West,Outbound,Arjun Nair,2025-09-09,2025-09-01,P002,P002,Active
C0486,Riverbend Technologies 486,IT Services,Large Enterprise,North,Outbound,Rahul Mehta,2025-09-18,2025-09-01,P002,P002,Active
C0487,PrimeArc Technologies 487,Financial Services,Large Enterprise,North,Partner,Vikram Shah,2025-09-11,2025-09-01,P002,P002,Active
C0488,Cobalt Consulting 488,Professional Services,Mid-Market,North,Partner,Aditi Rao,2025-10-19,2025-10-01,P001,P001,Active
C0489,Westlake Labs 489,IT Services,Mid-Market,West,Referral,Aditi Rao,2025-10-18,2025-10-01,P001,P001,Active
C0490,FinAxis Solutions 490,Manufacturing,Mid-Market,West,Referral,Aditi Rao,2025-10-04,2025-10-01,P001,P001,Active
C0491,Jupiter Labs 491,Professional Services,Mid-Market,North,Inbound,Neha Kapoor,2025-10-08,2025-10-01,P001,P001,Active
C0492,KiteBridge Services 492,IT Services,Mid-Market,West,Events,Meera Iyer,2025-10-16,2025-10-01,P001,P001,Active
C0493,Everstone Consulting 493,Manufacturing,Large Enterprise,West,Events,Arjun Nair,2025-10-13,2025-10-01,P002,P002,Active
C0494,Zenith Digital 494,Financial Services,Large Enterprise,South,Events,Arjun Nair,2025-10-16,2025-10-01,P002,P002,Active
C0495,FinAxis Technologies 495,Healthcare,Mid-Market,West,Inbound,Aditi Rao,2025-10-17,2025-10-01,P001,P001,Active
C0496,Lumina Enterprises 496,Professional Services,Mid-Market,West,Outbound,Arjun Nair,2025-10-07,2025-10-01,P001,P001,Active
C0497,UrbanStack Systems 497,Manufacturing,Large Enterprise,East,Partner,Meera Iyer,2025-10-09,2025-10-01,P002,P002,Active
C0498,PrimeArc Networks 498,Professional Services,Mid-Market,East,Events,Meera Iyer,2025-10-04,2025-10-01,P001,P001,Active
C0499,Lumina Industries 499,Financial Services,Mid-Market,North,Partner,Vikram Shah,2025-10-03,2025-10-01,P001,P001,Active
C0500,SkyGrid Technologies 500,IT Services,Large Enterprise,North,Events,Arjun Nair,2025-10-09,2025-10-01,P002,P002,Active
C0501,DigiCore Enterprises 501,IT Services,Large Enterprise,South,Inbound,Sara Khan,2025-10-01,2025-10-01,P002,P002,Active
C0502,KiteBridge Digital 502,Manufacturing,Mid-Market,West,Outbound,Neha Kapoor,2025-10-04,2025-10-01,P001,P001,Active
C0503,Meridian Consulting 503,Financial Services,Large Enterprise,North,Partner,Vikram Shah,2025-11-11,2025-11-01,P002,P002,Active
C0504,SkyGrid Industries 504,Retail,Large Enterprise,North,Referral,Sara Khan,2025-11-16,2025-11-01,P002,P002,Active
C0505,Aarav Industries 505,Financial Services,Large Enterprise,North,Referral,Aditi Rao,2025-11-13,2025-11-01,P002,P002,Active
C0506,Jupiter Services 506,Retail,Large Enterprise,South,Partner,Meera Iyer,2025-11-09,2025-11-01,P002,P002,Active
C0507,Everstone Enterprises 507,IT Services,Mid-Market,West,Inbound,Sara Khan,2025-11-11,2025-11-01,P001,P001,Active
C0508,Lumina Enterprises 508,Healthcare,Large Enterprise,North,Events,Meera Iyer,2025-11-18,2025-11-01,P002,P002,Active
C0509,Vertex Systems 509,Professional Services,Mid-Market,West,Inbound,Neha Kapoor,2025-11-16,2025-11-01,P001,P001,Active
C0510,UrbanStack Digital 510,Retail,Large Enterprise,North,Events,Arjun Nair,2025-11-10,2025-11-01,P002,P002,Active
C0511,UrbanStack Consulting 511,IT Services,Large Enterprise,West,Partner,Vikram Shah,2025-11-10,2025-11-01,P002,P002,Active
C0512,KiteBridge Industries 512,Financial Services,Mid-Market,North,Outbound,Neha Kapoor,2025-11-04,2025-11-01,P001,P001,Active
C0513,Vertex Services 513,Manufacturing,Large Enterprise,West,Events,Meera Iyer,2025-11-10,2025-11-01,P002,P002,Active
C0514,Nexora Networks 514,Financial Services,Large Enterprise,Central,Partner,Aditi Rao,2025-11-02,2025-11-01,P002,P002,Active
C0515,UrbanStack Networks 515,Financial Services,Large Enterprise,West,Partner,Meera Iyer,2025-11-17,2025-11-01,P002,P002,Active
C0516,TrueNorth Digital 516,Retail,Large Enterprise,West,Outbound,Rahul Mehta,2025-11-17,2025-11-01,P002,P002,Active
C0517,Riverbend Industries 517,Professional Services,Mid-Market,North,Events,Vikram Shah,2025-12-19,2025-12-01,P001,P001,Active
C0518,BluePeak Systems 518,Financial Services,Large Enterprise,North,Partner,Vikram Shah,2025-12-16,2025-12-01,P002,P002,Active
C0519,Lumina Industries 519,Financial Services,Mid-Market,East,Inbound,Neha Kapoor,2025-12-20,2025-12-01,P001,P001,Active
C0520,Lumina Services 520,Financial Services,Large Enterprise,West,Outbound,Rahul Mehta,2025-12-03,2025-12-01,P002,P002,Active
C0521,DigiCore Networks 521,Manufacturing,Large Enterprise,South,Partner,Meera Iyer,2025-12-20,2025-12-01,P002,P002,Active
C0522,Orbit Solutions 522,Manufacturing,Large Enterprise,Central,Outbound,Arjun Nair,2025-12-13,2025-12-01,P002,P002,Active
C0523,HexaWorks Services 523,Financial Services,Mid-Market,North,Inbound,Neha Kapoor,2025-12-07,2025-12-01,P001,P001,Active
C0524,Greenline Networks 524,Healthcare,Large Enterprise,South,Events,Meera Iyer,2025-12-14,2025-12-01,P002,P002,Active
C0525,Everstone Consulting 525,Healthcare,Large Enterprise,North,Outbound,Arjun Nair,2025-12-10,2025-12-01,P002,P002,Active
C0526,UrbanStack Industries 526,IT Services,Mid-Market,South,Referral,Sara Khan,2025-12-01,2025-12-01,P001,P001,Active
C0527,Indus Digital 527,Manufacturing,Mid-Market,North,Inbound,Neha Kapoor,2025-12-15,2025-12-01,P001,P001,Active
C0528,HexaWorks Consulting 528,Manufacturing,Large Enterprise,East,Inbound,Aditi Rao,2025-12-15,2025-12-01,P002,P002,Active
C0529,Lumina Industries 529,IT Services,Large Enterprise,North,Outbound,Rahul Mehta,2025-12-17,2025-12-01,P002,P002,Active
